job_id,job_title,company_name,company_location,employee_residence,industry,experience_level,employment_type,company_size,remote_ratio,remote_status,salary_usd,salary_currency,salary_local,salary_category,required_skills,education_required,years_experience,posting_date,posting_year,posting_month,application_deadline,job_description_length,benefits_score
AI04670,Data Analyst,Quantum Computing Inc,Japan,France,Real Estate,Mid-level,Full-time,Large (250+ employees),50,Hybrid,86915,USD,Not Provided,Mid,"Kubernetes, Sql, Java, Pytorch",Associate,2,2024-07-26,2024,7,2024-09-02,1573,8.4
AI04671,Ai Product Manager,Datavision Ltd,China,China,Finance,Mid-level,Contract,Small (<50 employees),0,On-site,68489,USD,Not Provided,Mid,"Hadoop, Spark, Linux",PhD,2,2024-12-17,2024,12,2025-01-24,1403,7.2
AI04672,Machine Learning Engineer,Autonomous Tech,India,India,Education,Entry-level,Full-time,Medium (50-249 employees),50,Hybrid,50131,USD,Not Provided,Mid,"Spark, Sql, Tensorflow, Docker",Associate,1,2024-04-02,2024,4,2024-05-18,1872,9.6
AI04673,Data Analyst,Cloud Ai Solutions,India,India,Government,Senior,Full-time,Large (250+ employees),0,On-site,91410,USD,Not Provided,Mid,"Gcp, Git, Nlp, Computer Vision, Python",Associate,9,2024-12-21,2024,12,2025-02-18,646,7.9
AI04674,Ai Product Manager,Advanced Robotics,United Kingdom,United Kingdom,Automotive,Mid-level,Full-time,Large (250+ employees),0,On-site,88179,GBP,Not Provided,Mid,"Java, Kubernetes, Mathematics",Associate,4,2024-04-10,2024,4,2024-05-30,714,7.9
AI04675,Ai Architect,Deeptech Ventures,Australia,Australia,Telecommunications,Entry-level,Contract,Small (<50 employees),50,Hybrid,63023,USD,Not Provided,Mid,"R, Tableau, Azure",Bachelor,1,2024-06-25,2024,6,2024-07-10,996,9.8
AI04676,Ai Research Scientist,Deeptech Ventures,Israel,Israel,Technology,Senior,Full-time,Large (250+ employees),50,Hybrid,114008,USD,Not Provided,High,"Java, Kubernetes, Spark",Associate,7,2024-10-09,2024,10,2024-10-24,1644,7.5
AI04677,Ai Architect,Techcorp Inc,China,China,Real Estate,Mid-level,Full-time,Medium (50-249 employees),50,Hybrid,74388,USD,Not Provided,Mid,"Data Visualization, Linux, Git, Pytorch, Java",Master,3,2024-04-14,2024,4,2024-05-13,1111,6.9
AI04678,Computer Vision Engineer,Techcorp Inc,Austria,Austria,Media,Entry-level,Full-time,Medium (50-249 employees),50,Hybrid,54497,USD,Not Provided,Mid,"Pytorch, Java, Linux, Docker, Data Visualization",Associate,0,2024-06-04,2024,6,2024-08-12,1077,8.2
AI04679,Principal Data Scientist,Techcorp Inc,Germany,Germany,Government,Senior,Contract,Medium (50-249 employees),0,On-site,129991,EUR,Not Provided,High,"Linux, Tensorflow, Spark, Docker",Associate,7,2025-01-25,2025,1,2025-02-08,947,8.1
AI04680,Ai Research Scientist,Algorithmic Solutions,France,France,Transportation,Mid-level,Freelance,Small (<50 employees),100,Fully Remote,72229,EUR,Not Provided,Mid,"Statistics, Nlp, Pytorch",Master,3,2024-02-27,2024,2,2024-03-12,1099,9.6
AI04681,Ai Consultant,Datavision Ltd,Denmark,Denmark,Manufacturing,Mid-level,Part-time,Small (<50 employees),0,On-site,86360,USD,Not Provided,Mid,"Computer Vision, Tensorflow, Pytorch, Gcp",Associate,2,2024-04-13,2024,4,2024-06-21,1047,8.5
AI04682,Deep Learning Engineer,Ai Innovations,Canada,Canada,Consulting,Entry-level,Part-time,Large (250+ employees),50,Hybrid,71824,USD,Not Provided,Mid,"Spark, R, Docker, Deep Learning",Master,0,2024-04-18,2024,4,2024-05-29,1918,7.6
AI04683,Autonomous Systems Engineer,Quantum Computing Inc,France,France,Education,Entry-level,Contract,Medium (50-249 employees),50,Hybrid,58003,EUR,Not Provided,Mid,"Mathematics, Pytorch, Mlops, Tensorflow",Associate,1,2024-02-13,2024,2,2024-04-08,962,7.4
AI04684,Data Engineer,Datavision Ltd,Austria,Switzerland,Healthcare,Mid-level,Part-time,Medium (50-249 employees),0,On-site,61792,USD,Not Provided,Mid,"Git, Python, Data Visualization, Tableau, Tensorflow",PhD,4,2024-03-14,2024,3,2024-05-26,1528,7.3
AI04685,Machine Learning Researcher,Digital Transformation Llc,Singapore,Switzerland,Education,Mid-level,Full-time,Large (250+ employees),100,Fully Remote,93268,USD,Not Provided,Mid,"Tableau, Azure, R, Data Visualization",PhD,2,2024-11-08,2024,11,2025-01-08,2455,9.6
AI04686,Ai Architect,Digital Transformation Llc,Singapore,France,Energy,Executive,Part-time,Small (<50 employees),100,Fully Remote,204677,USD,Not Provided,High,"Kubernetes, Python, Git, Data Visualization",Associate,17,2024-01-12,2024,1,2024-02-28,1982,5.3
AI04687,Robotics Engineer,Autonomous Tech,Singapore,Singapore,Healthcare,Senior,Full-time,Large (250+ employees),100,Fully Remote,164267,USD,Not Provided,High,"Spark, Nlp, Git, Aws",Master,5,2024-04-24,2024,4,2024-06-08,2438,8.3
AI04688,Machine Learning Engineer,Cloud Ai Solutions,India,India,Government,Executive,Freelance,Medium (50-249 employees),100,Fully Remote,107543,USD,Not Provided,High,"Tensorflow, Git, Aws, Docker, Sql",Associate,15,2024-01-17,2024,1,2024-02-18,1401,8.5
AI04689,Ml Ops Engineer,Neural Networks Co,South Korea,South Korea,Telecommunications,Senior,Full-time,Small (<50 employees),50,Hybrid,78464,USD,Not Provided,Mid,"Python, Tensorflow, Mathematics",Bachelor,9,2024-07-01,2024,7,2024-07-22,2236,6.0
AI04690,Machine Learning Researcher,Digital Transformation Llc,Norway,United States,Telecommunications,Senior,Part-time,Small (<50 employees),100,Fully Remote,157666,USD,Not Provided,High,"Python, Git, Java, Scala",Bachelor,8,2024-08-18,2024,8,2024-10-21,2198,8.0
AI04691,Ai Product Manager,Ai Innovations,Canada,Switzerland,Gaming,Mid-level,Part-time,Medium (50-249 employees),0,On-site,101450,USD,Not Provided,High,"Azure, Spark, Git",Associate,2,2024-04-22,2024,4,2024-05-31,1845,6.8
AI04692,Ai Specialist,Neural Networks Co,Australia,Australia,Gaming,Senior,Part-time,Large (250+ employees),50,Hybrid,135354,USD,Not Provided,High,"Tableau, Python, Kubernetes, Spark",Associate,5,2024-11-20,2024,11,2024-12-31,2140,7.6
AI04693,Machine Learning Researcher,Neural Networks Co,Japan,Japan,Energy,Mid-level,Part-time,Medium (50-249 employees),50,Hybrid,77441,USD,Not Provided,Mid,"Docker, Nlp, Git",Bachelor,4,2024-05-21,2024,5,2024-06-08,862,7.7
AI04694,Research Scientist,Autonomous Tech,Ireland,Ireland,Real Estate,Mid-level,Freelance,Large (250+ employees),100,Fully Remote,86198,USD,Not Provided,Mid,"Hadoop, Sql, Pytorch, Aws",Associate,2,2024-06-01,2024,6,2024-06-15,2247,8.2
AI04695,Machine Learning Researcher,Smart Analytics,Canada,Canada,Healthcare,Executive,Part-time,Medium (50-249 employees),0,On-site,175818,USD,Not Provided,High,"Docker, Pytorch, Computer Vision, Scala, Data Visualization",Bachelor,11,2024-12-29,2024,12,2025-01-23,1407,6.0
AI04696,Nlp Engineer,Algorithmic Solutions,Sweden,India,Manufacturing,Mid-level,Freelance,Medium (50-249 employees),100,Fully Remote,103156,USD,Not Provided,High,"Git, Sql, Docker",PhD,2,2024-05-25,2024,5,2024-06-28,1391,5.9
AI04697,Data Engineer,Future Systems,Netherlands,Netherlands,Gaming,Mid-level,Contract,Large (250+ employees),100,Fully Remote,100812,EUR,Not Provided,High,"Pytorch, Kubernetes, Sql, Tensorflow, Hadoop",Bachelor,3,2024-12-25,2024,12,2025-01-21,2153,5.6
AI04698,Autonomous Systems Engineer,Smart Analytics,Australia,Ireland,Technology,Mid-level,Part-time,Large (250+ employees),0,On-site,112267,USD,Not Provided,High,"Gcp, Data Visualization, Python, Linux, Docker",Bachelor,3,2024-09-12,2024,9,2024-10-15,1613,8.1
AI04699,Data Scientist,Future Systems,United Kingdom,United Kingdom,Government,Mid-level,Contract,Large (250+ employees),50,Hybrid,97681,GBP,Not Provided,Mid,"Mlops, Tableau, Aws",Bachelor,2,2025-02-20,2025,2,2025-03-17,1172,5.7
AI04700,Deep Learning Engineer,Techcorp Inc,Denmark,Denmark,Consulting,Executive,Part-time,Small (<50 employees),0,On-site,212918,USD,Not Provided,High,"Hadoop, Java, Python, Spark, Git",Bachelor,18,2024-11-30,2024,11,2024-12-17,2471,9.4
AI04701,Computer Vision Engineer,Machine Intelligence Group,Canada,Netherlands,Energy,Mid-level,Contract,Large (250+ employees),100,Fully Remote,83838,USD,Not Provided,Mid,"Scala, Data Visualization, Hadoop, Mlops",Associate,3,2025-03-26,2025,3,2025-05-04,566,8.6
AI04702,Principal Data Scientist,Digital Transformation Llc,Sweden,Sweden,Finance,Entry-level,Part-time,Medium (50-249 employees),100,Fully Remote,76101,USD,Not Provided,Mid,"Data Visualization, Azure, Java, Docker",PhD,0,2024-05-27,2024,5,2024-08-07,1475,5.9
AI04703,Ml Ops Engineer,Deeptech Ventures,Denmark,Finland,Finance,Senior,Freelance,Medium (50-249 employees),0,On-site,195680,USD,Not Provided,High,"Aws, Kubernetes, Computer Vision, Tableau, R",Master,7,2024-01-03,2024,1,2024-02-11,760,5.4
AI04704,Ai Architect,Ai Innovations,China,India,Consulting,Senior,Freelance,Small (<50 employees),100,Fully Remote,75091,USD,Not Provided,Mid,"Sql, Tensorflow, Gcp, Mlops, Linux",Associate,9,2024-08-23,2024,8,2024-09-15,1571,8.9
AI04705,Autonomous Systems Engineer,Deeptech Ventures,Israel,Israel,Consulting,Executive,Contract,Small (<50 employees),50,Hybrid,136392,USD,Not Provided,High,"Aws, Nlp, Gcp, Kubernetes",PhD,15,2025-03-12,2025,3,2025-03-28,1385,5.4
AI04706,Computer Vision Engineer,Cloud Ai Solutions,Germany,Germany,Government,Mid-level,Contract,Large (250+ employees),50,Hybrid,113759,EUR,Not Provided,High,"Kubernetes, Hadoop, Java, Statistics",Associate,4,2024-08-08,2024,8,2024-10-14,1254,9.3
AI04707,Autonomous Systems Engineer,Cognitive Computing,India,India,Real Estate,Mid-level,Freelance,Medium (50-249 employees),100,Fully Remote,66670,USD,Not Provided,Mid,"Spark, Azure, Gcp, Linux",Bachelor,4,2024-04-26,2024,4,2024-05-12,2310,8.4
AI04708,Machine Learning Researcher,Advanced Robotics,United States,United States,Education,Executive,Contract,Small (<50 employees),0,On-site,265991,USD,Not Provided,High,"Azure, Linux, R",PhD,17,2024-04-26,2024,4,2024-07-05,1771,5.4
AI04709,Head Of Ai,Predictive Systems,China,China,Transportation,Executive,Part-time,Large (250+ employees),0,On-site,154998,USD,Not Provided,High,"R, Data Visualization, Gcp, Sql",Master,15,2025-01-10,2025,1,2025-01-24,1139,7.8
AI04710,Nlp Engineer,Cloud Ai Solutions,Switzerland,Austria,Gaming,Entry-level,Part-time,Small (<50 employees),0,On-site,102275,USD,Not Provided,High,"Gcp, Git, Tableau, Deep Learning",Associate,1,2024-10-16,2024,10,2024-12-10,1058,6.0
AI04711,Machine Learning Researcher,Machine Intelligence Group,Ireland,Ireland,Healthcare,Executive,Contract,Small (<50 employees),50,Hybrid,119047,USD,Not Provided,High,"Tableau, Git, Tensorflow, Python",PhD,10,2024-04-27,2024,4,2024-06-07,2250,8.7
AI04712,Research Scientist,Ai Innovations,Israel,Israel,Telecommunications,Executive,Full-time,Small (<50 employees),50,Hybrid,113837,USD,Not Provided,High,"Aws, Tensorflow, Kubernetes",PhD,11,2024-07-29,2024,7,2024-08-21,1116,5.8
AI04713,Principal Data Scientist,Cloud Ai Solutions,India,India,Transportation,Entry-level,Full-time,Small (<50 employees),0,On-site,43989,USD,Not Provided,Low,"Mlops, Pytorch, Python, Git, Azure",Master,1,2024-09-30,2024,9,2024-11-10,1794,8.0
AI04714,Ai Consultant,Cognitive Computing,Australia,Australia,Gaming,Entry-level,Contract,Large (250+ employees),100,Fully Remote,77459,USD,Not Provided,Mid,"Mlops, Kubernetes, Azure",PhD,1,2024-03-18,2024,3,2024-05-07,915,6.1
AI04715,Robotics Engineer,Smart Analytics,Germany,Germany,Manufacturing,Senior,Part-time,Large (250+ employees),100,Fully Remote,133317,EUR,Not Provided,High,"Sql, Hadoop, Nlp, Computer Vision, Pytorch",Master,5,2024-07-21,2024,7,2024-08-22,626,7.2
AI04716,Nlp Engineer,Smart Analytics,Austria,United Kingdom,Finance,Mid-level,Contract,Small (<50 employees),100,Fully Remote,57692,USD,Not Provided,Mid,"Deep Learning, Mlops, Pytorch, Git, Mathematics",Associate,2,2024-04-28,2024,4,2024-07-06,2255,8.3
AI04717,Principal Data Scientist,Neural Networks Co,Australia,Canada,Consulting,Mid-level,Full-time,Small (<50 employees),50,Hybrid,68167,USD,Not Provided,Mid,"Python, Aws, Sql, Data Visualization, Tensorflow",Master,2,2024-06-02,2024,6,2024-06-29,783,8.7
AI04718,Research Scientist,Deeptech Ventures,United Kingdom,Norway,Telecommunications,Senior,Contract,Medium (50-249 employees),0,On-site,155427,GBP,Not Provided,High,"Mlops, Git, Hadoop, Scala, Kubernetes",Master,5,2024-10-08,2024,10,2024-10-25,650,5.2
AI04719,Autonomous Systems Engineer,Smart Analytics,South Korea,South Korea,Real Estate,Executive,Freelance,Medium (50-249 employees),100,Fully Remote,100020,USD,Not Provided,High,"Tableau, R, Java, Nlp, Data Visualization",Master,15,2025-02-14,2025,2,2025-04-25,1605,6.7
AI04720,Ml Ops Engineer,Future Systems,United Kingdom,United Kingdom,Gaming,Senior,Freelance,Large (250+ employees),50,Hybrid,167007,GBP,Not Provided,High,"Java, Spark, Statistics, Python, Tensorflow",Bachelor,7,2025-01-26,2025,1,2025-03-26,2405,5.5
AI04721,Robotics Engineer,Neural Networks Co,Ireland,Ireland,Telecommunications,Entry-level,Freelance,Medium (50-249 employees),100,Fully Remote,56605,USD,Not Provided,Mid,"Python, R, Spark, Data Visualization, Deep Learning",Associate,0,2024-07-12,2024,7,2024-07-30,2273,7.8
AI04722,Computer Vision Engineer,Machine Intelligence Group,Netherlands,Netherlands,Manufacturing,Entry-level,Freelance,Medium (50-249 employees),50,Hybrid,77134,EUR,Not Provided,Mid,"Java, R, Deep Learning",Bachelor,1,2024-01-15,2024,1,2024-03-06,697,7.7
AI04723,Ai Consultant,Smart Analytics,France,France,Media,Entry-level,Part-time,Large (250+ employees),0,On-site,79965,EUR,Not Provided,Mid,"Spark, Scala, Kubernetes",Master,0,2024-07-19,2024,7,2024-09-01,2350,5.4
AI04724,Machine Learning Engineer,Cognitive Computing,Australia,Australia,Gaming,Mid-level,Full-time,Small (<50 employees),100,Fully Remote,98611,USD,Not Provided,Mid,"Mlops, Hadoop, R, Sql",Bachelor,3,2025-02-24,2025,2,2025-03-17,1243,8.5
AI04725,Ai Architect,Deeptech Ventures,France,France,Manufacturing,Entry-level,Contract,Large (250+ employees),50,Hybrid,59792,EUR,Not Provided,Mid,"Python, Mlops, Tensorflow, Mathematics, Gcp",Bachelor,0,2024-12-15,2024,12,2025-01-29,2108,8.7
AI04726,Autonomous Systems Engineer,Datavision Ltd,Singapore,Singapore,Technology,Mid-level,Freelance,Medium (50-249 employees),50,Hybrid,113357,USD,Not Provided,High,"Scala, Java, Azure, Kubernetes, Mathematics",Bachelor,2,2024-01-11,2024,1,2024-03-05,1072,5.9
AI04727,Machine Learning Engineer,Datavision Ltd,India,India,Education,Senior,Contract,Large (250+ employees),100,Fully Remote,99971,USD,Not Provided,Mid,"Aws, Pytorch, Kubernetes",Bachelor,7,2024-12-25,2024,12,2025-01-22,2081,6.9
AI04728,Ai Research Scientist,Deeptech Ventures,Denmark,Denmark,Government,Entry-level,Freelance,Small (<50 employees),100,Fully Remote,64469,USD,Not Provided,Mid,"Mathematics, R, Computer Vision, Data Visualization, Pytorch",Associate,1,2025-04-09,2025,4,2025-05-23,2403,7.6
AI04729,Computer Vision Engineer,Smart Analytics,Japan,South Korea,Manufacturing,Senior,Contract,Medium (50-249 employees),50,Hybrid,90084,USD,Not Provided,Mid,"Data Visualization, Scala, Python, Nlp, Hadoop",PhD,7,2024-03-01,2024,3,2024-04-28,1005,9.2
AI04730,Data Engineer,Ai Innovations,United Kingdom,United Kingdom,Media,Senior,Freelance,Medium (50-249 employees),100,Fully Remote,119752,GBP,Not Provided,High,"Tableau, Sql, Deep Learning, Azure, Scala",Associate,7,2025-04-02,2025,4,2025-05-06,647,9.8
AI04731,Ai Specialist,Neural Networks Co,India,Ireland,Gaming,Executive,Freelance,Small (<50 employees),50,Hybrid,96023,USD,Not Provided,Mid,"Python, Java, Pytorch, Data Visualization, Mathematics",PhD,16,2024-04-05,2024,4,2024-05-14,2440,5.1
AI04732,Machine Learning Engineer,Cognitive Computing,Singapore,Singapore,Transportation,Executive,Freelance,Large (250+ employees),100,Fully Remote,207340,USD,Not Provided,High,"Sql, Azure, Kubernetes, Hadoop, Computer Vision",Associate,18,2025-01-03,2025,1,2025-02-13,789,5.1
AI04733,Ai Research Scientist,Cognitive Computing,Ireland,Ireland,Healthcare,Entry-level,Freelance,Small (<50 employees),50,Hybrid,41132,USD,Not Provided,Low,"Statistics, Java, Python",Master,1,2024-11-30,2024,11,2025-01-16,1411,6.9
AI04734,Data Analyst,Autonomous Tech,Ireland,Ireland,Consulting,Senior,Full-time,Large (250+ employees),50,Hybrid,117356,USD,Not Provided,High,"Spark, Pytorch, Sql, Java, Docker",Bachelor,7,2024-03-04,2024,3,2024-04-11,689,5.4
AI04735,Computer Vision Engineer,Autonomous Tech,Denmark,Denmark,Retail,Senior,Contract,Medium (50-249 employees),100,Fully Remote,160641,USD,Not Provided,High,"Deep Learning, Java, Data Visualization",PhD,9,2024-11-16,2024,11,2024-12-15,864,5.6
AI04736,Ai Software Engineer,Datavision Ltd,South Korea,South Korea,Energy,Senior,Contract,Medium (50-249 employees),0,On-site,107007,USD,Not Provided,High,"Mathematics, Java, Sql",Master,5,2025-02-28,2025,2,2025-03-22,553,5.8
AI04737,Computer Vision Engineer,Digital Transformation Llc,France,Australia,Education,Entry-level,Part-time,Small (<50 employees),100,Fully Remote,52960,EUR,Not Provided,Mid,"Deep Learning, Statistics, Computer Vision, Data Visualization",PhD,0,2024-01-20,2024,1,2024-02-17,2120,7.5
AI04738,Machine Learning Engineer,Datavision Ltd,Australia,Australia,Healthcare,Senior,Contract,Large (250+ employees),0,On-site,117957,USD,Not Provided,High,"Computer Vision, Python, Docker, Sql",Master,6,2024-01-13,2024,1,2024-03-14,1243,7.7
AI04739,Data Analyst,Ai Innovations,France,France,Government,Mid-level,Freelance,Small (<50 employees),100,Fully Remote,70615,EUR,Not Provided,Mid,"Mlops, Scala, Linux, Mathematics",Associate,4,2024-10-29,2024,10,2024-11-13,861,9.0
AI04740,Ai Product Manager,Techcorp Inc,India,Austria,Media,Executive,Freelance,Medium (50-249 employees),100,Fully Remote,128919,USD,Not Provided,High,"Spark, Git, Nlp",Master,12,2024-11-14,2024,11,2025-01-05,2270,6.9
AI04741,Ai Software Engineer,Ai Innovations,Finland,United Kingdom,Consulting,Executive,Contract,Small (<50 employees),100,Fully Remote,104524,USD,Not Provided,High,"Spark, Sql, Computer Vision, Nlp, Aws",Master,17,2024-02-19,2024,2,2024-03-13,897,7.0
AI04742,Ai Product Manager,Advanced Robotics,Sweden,Sweden,Manufacturing,Senior,Freelance,Large (250+ employees),100,Fully Remote,172907,USD,Not Provided,High,"Scala, Python, Mathematics",PhD,5,2024-12-21,2024,12,2025-01-04,1842,5.2
AI04743,Ai Architect,Machine Intelligence Group,France,France,Gaming,Executive,Full-time,Medium (50-249 employees),100,Fully Remote,187492,EUR,Not Provided,High,"Mathematics, Docker, Python",Bachelor,19,2024-05-06,2024,5,2024-07-12,1451,6.8
AI04744,Data Analyst,Machine Intelligence Group,Germany,Germany,Media,Entry-level,Part-time,Small (<50 employees),0,On-site,64753,EUR,Not Provided,Mid,"Docker, Java, Data Visualization, Python, Kubernetes",Bachelor,1,2024-03-21,2024,3,2024-04-23,636,5.1
AI04745,Autonomous Systems Engineer,Algorithmic Solutions,Canada,Canada,Government,Mid-level,Part-time,Small (<50 employees),50,Hybrid,85743,USD,Not Provided,Mid,"Sql, Hadoop, Python",PhD,4,2024-03-29,2024,3,2024-05-04,1997,9.1
AI04746,Computer Vision Engineer,Digital Transformation Llc,Switzerland,Switzerland,Energy,Entry-level,Freelance,Small (<50 employees),50,Hybrid,67383,USD,Not Provided,Mid,"R, Pytorch, Azure",PhD,1,2024-01-19,2024,1,2024-02-28,1535,8.0
AI04747,Autonomous Systems Engineer,Smart Analytics,South Korea,United Kingdom,Healthcare,Mid-level,Contract,Large (250+ employees),50,Hybrid,68975,USD,Not Provided,Mid,"Tensorflow, Java, Linux",Associate,2,2024-05-03,2024,5,2024-06-02,871,5.5
AI04748,Data Analyst,Advanced Robotics,Denmark,Denmark,Consulting,Executive,Full-time,Small (<50 employees),0,On-site,196902,USD,Not Provided,High,"Statistics, Java, Nlp, Azure",Master,12,2024-01-23,2024,1,2024-02-19,791,5.4
AI04749,Ml Ops Engineer,Smart Analytics,Netherlands,Switzerland,Transportation,Executive,Contract,Medium (50-249 employees),50,Hybrid,222678,EUR,Not Provided,High,"Data Visualization, Java, Nlp, Docker",Associate,16,2024-06-13,2024,6,2024-08-04,1672,6.6
AI04750,Data Scientist,Smart Analytics,Finland,Finland,Energy,Entry-level,Full-time,Small (<50 employees),0,On-site,32977,USD,Not Provided,Low,"Aws, R, Tableau",Associate,1,2024-01-05,2024,1,2024-02-10,2181,8.4
AI04751,Ai Software Engineer,Quantum Computing Inc,Australia,Australia,Consulting,Entry-level,Part-time,Small (<50 employees),50,Hybrid,53421,USD,Not Provided,Mid,"Java, Gcp, Linux",Bachelor,1,2024-06-16,2024,6,2024-07-11,975,6.2
AI04752,Head Of Ai,Cognitive Computing,Austria,Austria,Retail,Senior,Freelance,Medium (50-249 employees),0,On-site,94267,USD,Not Provided,Mid,"Spark, Java, Deep Learning, Azure",Associate,7,2024-03-10,2024,3,2024-04-14,1054,8.7
AI04753,Ai Architect,Machine Intelligence Group,Austria,Denmark,Government,Senior,Full-time,Large (250+ employees),0,On-site,111674,USD,Not Provided,High,"Hadoop, Mlops, Git",PhD,8,2024-11-11,2024,11,2024-12-28,995,5.2
AI04754,Ml Ops Engineer,Predictive Systems,Australia,Netherlands,Automotive,Senior,Contract,Medium (50-249 employees),50,Hybrid,107349,USD,Not Provided,High,"Python, Git, Mathematics, Sql",Associate,5,2025-02-02,2025,2,2025-03-09,1035,5.5
AI04755,Ai Consultant,Autonomous Tech,France,Netherlands,Consulting,Senior,Freelance,Medium (50-249 employees),100,Fully Remote,136515,EUR,Not Provided,High,"Deep Learning, Java, Gcp",Bachelor,9,2024-01-26,2024,1,2024-03-27,1019,8.6
AI04756,Machine Learning Researcher,Digital Transformation Llc,South Korea,South Korea,Finance,Executive,Freelance,Large (250+ employees),0,On-site,155515,USD,Not Provided,High,"Tableau, Tensorflow, Mlops, Pytorch, Deep Learning",Associate,13,2024-04-13,2024,4,2024-05-14,984,9.8
AI04757,Deep Learning Engineer,Quantum Computing Inc,Australia,Australia,Finance,Mid-level,Contract,Medium (50-249 employees),50,Hybrid,85575,USD,Not Provided,Mid,"Azure, Aws, Deep Learning, Tensorflow, Statistics",Bachelor,3,2024-07-02,2024,7,2024-09-04,2149,6.9
AI04758,Principal Data Scientist,Deeptech Ventures,Ireland,Ireland,Technology,Entry-level,Part-time,Large (250+ employees),100,Fully Remote,61582,USD,Not Provided,Mid,"Computer Vision, Mathematics, Nlp, Scala, R",Associate,0,2024-09-10,2024,9,2024-10-10,1924,7.0
AI04759,Ai Consultant,Ai Innovations,France,France,Telecommunications,Senior,Part-time,Large (250+ employees),100,Fully Remote,133038,EUR,Not Provided,High,"Kubernetes, Pytorch, Sql, Nlp",Bachelor,8,2024-07-05,2024,7,2024-09-09,1831,7.7
AI04760,Ai Product Manager,Techcorp Inc,Switzerland,China,Consulting,Entry-level,Full-time,Large (250+ employees),50,Hybrid,105361,USD,Not Provided,High,"R, Azure, Python",Associate,1,2024-09-01,2024,9,2024-10-26,1974,5.2
AI04761,Deep Learning Engineer,Cloud Ai Solutions,Australia,Australia,Telecommunications,Mid-level,Freelance,Medium (50-249 employees),0,On-site,79846,USD,Not Provided,Mid,"Aws, Data Visualization, Docker, Python, Tensorflow",Master,4,2024-07-05,2024,7,2024-08-08,704,5.5
AI04762,Ai Software Engineer,Algorithmic Solutions,Austria,Austria,Healthcare,Executive,Freelance,Large (250+ employees),0,On-site,148524,USD,Not Provided,High,"Git, Mlops, Python",PhD,17,2025-03-18,2025,3,2025-05-10,1570,9.0
AI04763,Ai Specialist,Deeptech Ventures,Canada,Canada,Media,Senior,Full-time,Small (<50 employees),100,Fully Remote,88895,USD,Not Provided,Mid,"Pytorch, Azure, Git, R",Associate,5,2025-02-15,2025,2,2025-03-09,1852,7.6
AI04764,Head Of Ai,Algorithmic Solutions,Japan,Sweden,Transportation,Senior,Full-time,Medium (50-249 employees),100,Fully Remote,82960,USD,Not Provided,Mid,"Aws, Git, Pytorch, Mlops",PhD,8,2024-01-09,2024,1,2024-02-22,1079,8.3
AI04765,Data Engineer,Machine Intelligence Group,Japan,Japan,Technology,Entry-level,Full-time,Medium (50-249 employees),100,Fully Remote,42201,USD,Not Provided,Low,"Python, Kubernetes, Azure, Statistics",PhD,0,2024-01-11,2024,1,2024-02-21,1829,8.0
AI04766,Ai Research Scientist,Cognitive Computing,Austria,Austria,Gaming,Entry-level,Full-time,Small (<50 employees),100,Fully Remote,49041,USD,Not Provided,Low,"Hadoop, Git, Docker, R, Azure",Associate,0,2024-05-25,2024,5,2024-06-30,2099,6.7
AI04767,Ai Product Manager,Cognitive Computing,United States,United States,Telecommunications,Senior,Part-time,Medium (50-249 employees),0,On-site,124367,USD,Not Provided,High,"Mlops, Sql, Statistics",Bachelor,8,2024-01-23,2024,1,2024-02-16,931,5.6
AI04768,Ai Research Scientist,Advanced Robotics,Israel,Israel,Real Estate,Entry-level,Contract,Large (250+ employees),100,Fully Remote,48884,USD,Not Provided,Low,"Computer Vision, Kubernetes, Python",Bachelor,0,2024-12-24,2024,12,2025-01-25,665,7.1
AI04769,Computer Vision Engineer,Datavision Ltd,Australia,Australia,Consulting,Entry-level,Freelance,Medium (50-249 employees),100,Fully Remote,61307,USD,Not Provided,Mid,"Tableau, Mlops, Scala, Nlp, Pytorch",Bachelor,0,2024-04-20,2024,4,2024-05-26,765,7.9
AI04770,Ml Ops Engineer,Neural Networks Co,Norway,Norway,Government,Entry-level,Freelance,Small (<50 employees),0,On-site,71451,USD,Not Provided,Mid,"Scala, Computer Vision, Statistics, Tensorflow",PhD,1,2025-02-03,2025,2,2025-03-07,763,5.3
AI04771,Machine Learning Researcher,Advanced Robotics,South Korea,South Korea,Healthcare,Entry-level,Contract,Large (250+ employees),50,Hybrid,56658,USD,Not Provided,Mid,"Docker, Tensorflow, Mathematics, Azure, Tableau",Master,1,2025-01-25,2025,1,2025-03-30,1725,9.2
AI04772,Machine Learning Engineer,Advanced Robotics,India,India,Finance,Executive,Part-time,Medium (50-249 employees),0,On-site,132933,USD,Not Provided,High,"Kubernetes, Aws, Python, Java, Azure",Bachelor,12,2025-03-27,2025,3,2025-04-30,885,6.5
AI04773,Autonomous Systems Engineer,Neural Networks Co,South Korea,Norway,Technology,Mid-level,Freelance,Small (<50 employees),0,On-site,67853,USD,Not Provided,Mid,"Kubernetes, Linux, Azure, Nlp, Java",PhD,3,2025-02-23,2025,2,2025-04-15,1848,9.9
AI04774,Ai Research Scientist,Deeptech Ventures,Israel,Israel,Real Estate,Entry-level,Part-time,Large (250+ employees),50,Hybrid,49354,USD,Not Provided,Low,"Scala, Mlops, Tensorflow, Computer Vision, Tableau",Bachelor,0,2024-12-20,2024,12,2025-02-21,1157,6.3
