job_id,job_title,salary_usd,salary_category,remote_status,experience_level,employment_type,company_location,employee_residence,company_name,company_size,remote_ratio,salary_currency,salary_local,required_skills,education_required,years_experience,industry,posting_date,posting_year,posting_month,application_deadline,job_description_length,benefits_score
AI00501,Data Scientist,171813,High,On-site,Se,Pt,Denmark,Sweden,Future Systems,S,0,Usd,Not Provided,"PyTorch, Tableau, GCP",Master,8,Energy,2025-04-15,2025,4,2025-05-06,787,7.3
AI00502,Research Scientist,138694,High,Fully Remote,Ex,Ct,China,China,Predictive Systems,S,100,Usd,Not Provided,"Python, Data Visualization, TensorFlow, GCP",Bachelor,19,Education,2024-08-14,2024,8,2024-09-18,1685,9.3
AI00503,Autonomous Systems Engineer,130454,High,Fully Remote,Mi,Ft,Singapore,Canada,Techcorp Inc,L,100,Usd,Not Provided,"GCP, Kubernetes, MLOps, Data Visualization",Master,2,Education,2024-05-26,2024,5,2024-08-07,1561,7.9
AI00504,Head Of Ai,145190,High,On-site,Se,Ft,Canada,Canada,Smart Analytics,L,0,Usd,Not Provided,"Git, PyTorch, Spark, NLP, Computer Vision",PhD,5,Technology,2025-01-08,2025,1,2025-03-11,1109,5.5
AI00505,Ml Ops Engineer,47965,Low,Hybrid,Mi,Pt,Japan,Japan,Deeptech Ventures,S,50,Usd,Not Provided,"Python, Git, Computer Vision, TensorFlow",Master,4,Finance,2024-12-29,2024,12,2025-02-18,522,7.8
AI00506,Data Scientist,61289,Mid,Fully Remote,En,Ft,Germany,Germany,Cognitive Computing,L,100,Eur,Not Provided,"Python, PyTorch, R",Bachelor,0,Finance,2024-10-17,2024,10,2024-11-14,583,5.7
AI00507,Computer Vision Engineer,73637,Mid,Hybrid,Se,Pt,Israel,South Korea,Quantum Computing Inc,M,50,Usd,Not Provided,"Deep Learning, Docker, Java",Bachelor,9,Transportation,2025-02-01,2025,2,2025-03-24,1231,6.8
AI00508,Ai Architect,64826,Mid,On-site,En,Ct,France,France,Advanced Robotics,M,0,Eur,Not Provided,"GCP, Scala, Java, SQL, Deep Learning",PhD,0,Consulting,2024-08-10,2024,8,2024-09-23,1862,5.6
AI00509,Nlp Engineer,146600,High,On-site,Ex,Ft,Japan,Japan,Machine Intelligence Group,L,0,Usd,Not Provided,"Python, Data Visualization, Kubernetes, TensorFlow, Computer Vision",Bachelor,18,Media,2024-07-26,2024,7,2024-09-15,1850,8.4
AI00510,Ai Software Engineer,172271,High,Hybrid,Se,Ft,Denmark,Germany,Neural Networks Co,S,50,Usd,Not Provided,"Git, R, Scala, Kubernetes",PhD,9,Consulting,2024-08-20,2024,8,2024-10-18,1002,8.5
AI00511,Ai Specialist,156725,High,On-site,Ex,Ct,South Korea,Sweden,Advanced Robotics,L,0,Usd,Not Provided,"AWS, Kubernetes, NLP",Associate,19,Media,2024-07-13,2024,7,2024-09-02,1293,5.0
AI00512,Robotics Engineer,94680,Mid,On-site,En,Ft,Denmark,Denmark,Future Systems,L,0,Usd,Not Provided,"Hadoop, Git, PyTorch, Azure, TensorFlow",PhD,1,Transportation,2025-03-18,2025,3,2025-05-07,1312,6.2
AI00513,Data Analyst,92035,Mid,Fully Remote,Se,Ct,Israel,Netherlands,Algorithmic Solutions,M,100,Usd,Not Provided,"AWS, Linux, TensorFlow, Git",PhD,6,Energy,2025-02-12,2025,2,2025-03-04,2173,9.5
AI00514,Data Engineer,77042,Mid,On-site,Se,Fl,China,China,Machine Intelligence Group,S,0,Usd,Not Provided,"Data Visualization, MLOps, Python, TensorFlow",Bachelor,6,Education,2024-06-16,2024,6,2024-08-15,1425,7.5
AI00515,Machine Learning Engineer,272652,High,On-site,Ex,Fl,Denmark,Denmark,Autonomous Tech,S,0,Usd,Not Provided,"Kubernetes, Java, NLP, Tableau, Hadoop",PhD,19,Automotive,2025-01-13,2025,1,2025-02-26,610,7.2
AI00516,Ai Product Manager,117510,High,On-site,Mi,Ft,France,France,Future Systems,L,0,Eur,Not Provided,"Data Visualization, PyTorch, Tableau",Associate,2,Media,2024-08-14,2024,8,2024-09-19,2075,7.6
AI00517,Nlp Engineer,80985,Mid,On-site,En,Ft,Netherlands,Netherlands,Datavision Ltd,M,0,Eur,Not Provided,"Deep Learning, Git, Data Visualization",Bachelor,0,Manufacturing,2024-10-16,2024,10,2024-12-02,1635,5.9
AI00518,Ai Architect,61352,Mid,Fully Remote,Mi,Ct,Japan,Japan,Techcorp Inc,M,100,Usd,Not Provided,"Git, Python, NLP, Linux",Master,3,Technology,2025-04-25,2025,4,2025-06-24,1942,6.3
AI00519,Ai Research Scientist,77636,Mid,Fully Remote,Se,Ct,Ireland,Ireland,Predictive Systems,S,100,Usd,Not Provided,"SQL, Linux, Docker, Tableau",PhD,5,Transportation,2024-02-08,2024,2,2024-04-14,1159,8.9
AI00520,Research Scientist,214326,High,Hybrid,Se,Pt,Denmark,Sweden,Deeptech Ventures,L,50,Usd,Not Provided,"Spark, Statistics, SQL, Python",Associate,6,Healthcare,2024-01-17,2024,1,2024-03-22,1904,6.4
AI00521,Data Scientist,71473,Mid,Fully Remote,Mi,Ct,Austria,Austria,Neural Networks Co,M,100,Usd,Not Provided,"Kubernetes, Java, Mathematics, TensorFlow, R",Bachelor,4,Education,2024-04-08,2024,4,2024-06-03,796,8.0
AI00522,Head Of Ai,48920,Low,Fully Remote,Mi,Ct,Japan,Japan,Machine Intelligence Group,S,100,Usd,Not Provided,"PyTorch, Docker, AWS, Linux, Java",Associate,2,Consulting,2024-04-25,2024,4,2024-05-29,2086,9.5
AI00523,Data Engineer,63273,Mid,Hybrid,Mi,Fl,South Korea,France,Digital Transformation Llc,S,50,Usd,Not Provided,"Mathematics, SQL, MLOps",Master,4,Finance,2024-08-23,2024,8,2024-09-30,992,9.4
AI00524,Ai Product Manager,134087,High,On-site,Ex,Ft,Australia,Australia,Neural Networks Co,S,0,Usd,Not Provided,"Python, Scala, TensorFlow, Spark, GCP",PhD,12,Consulting,2024-07-01,2024,7,2024-07-24,968,5.9
AI00525,Deep Learning Engineer,142446,High,Hybrid,Se,Fl,Norway,Norway,Advanced Robotics,M,50,Usd,Not Provided,"Git, Python, Kubernetes",PhD,9,Real Estate,2024-11-14,2024,11,2024-12-29,1666,9.6
AI00526,Ai Specialist,159755,High,Hybrid,Se,Ft,United Kingdom,Singapore,Ai Innovations,L,50,Gbp,Not Provided,"MLOps, PyTorch, Git",PhD,9,Gaming,2024-07-30,2024,7,2024-09-28,1272,8.7
AI00527,Computer Vision Engineer,188034,High,Fully Remote,Ex,Ft,Germany,Germany,Machine Intelligence Group,L,100,Eur,Not Provided,"Java, Spark, NLP, Hadoop, Python",Master,13,Telecommunications,2024-10-21,2024,10,2024-11-26,1330,6.9
AI00528,Data Scientist,125153,High,Hybrid,Se,Ft,Netherlands,South Korea,Techcorp Inc,S,50,Eur,Not Provided,"R, Python, Data Visualization, TensorFlow",Master,9,Manufacturing,2024-03-08,2024,3,2024-03-25,926,8.9
AI00529,Machine Learning Engineer,146076,High,Hybrid,Ex,Pt,South Korea,South Korea,Autonomous Tech,M,50,Usd,Not Provided,"Hadoop, Python, Computer Vision",Master,11,Government,2024-01-18,2024,1,2024-02-22,1893,5.1
AI00530,Principal Data Scientist,140113,High,Hybrid,Se,Ct,Australia,South Korea,Algorithmic Solutions,M,50,Usd,Not Provided,"PyTorch, Kubernetes, R",Master,5,Telecommunications,2024-05-04,2024,5,2024-07-15,1430,9.1
AI00531,Ai Software Engineer,73269,Mid,Hybrid,En,Ft,United Kingdom,United Kingdom,Advanced Robotics,S,50,Gbp,Not Provided,"Kubernetes, Data Visualization, GCP, MLOps, PyTorch",Associate,0,Automotive,2024-12-04,2024,12,2025-01-15,986,5.2
AI00532,Ai Software Engineer,103806,High,Fully Remote,Mi,Ct,United States,United States,Digital Transformation Llc,L,100,Usd,Not Provided,"NLP, Tableau, Azure, R",Associate,3,Finance,2024-09-02,2024,9,2024-10-01,1905,8.3
AI00533,Principal Data Scientist,103370,High,On-site,Se,Ft,Singapore,Singapore,Autonomous Tech,S,0,Usd,Not Provided,"Hadoop, Python, Git",Bachelor,7,Energy,2024-12-05,2024,12,2025-01-31,2149,8.9
AI00534,Machine Learning Engineer,142657,High,Fully Remote,Ex,Fl,Ireland,Ireland,Deeptech Ventures,M,100,Usd,Not Provided,"Python, SQL, Hadoop, Computer Vision",Bachelor,13,Telecommunications,2024-09-16,2024,9,2024-10-20,1335,5.6
AI00535,Research Scientist,291226,High,Hybrid,Ex,Fl,Denmark,Denmark,Datavision Ltd,S,50,Usd,Not Provided,"GCP, Git, MLOps, Kubernetes",Bachelor,10,Government,2024-07-08,2024,7,2024-08-23,1109,5.6
AI00536,Data Scientist,65226,Mid,Fully Remote,En,Fl,United States,United States,Machine Intelligence Group,S,100,Usd,Not Provided,"Python, Git, TensorFlow",Associate,0,Consulting,2024-06-11,2024,6,2024-07-06,642,8.2
AI00537,Ai Specialist,108886,High,Hybrid,En,Fl,Switzerland,Switzerland,Cloud Ai Solutions,M,50,Usd,Not Provided,"R, Tableau, Python, Statistics, Deep Learning",Bachelor,0,Real Estate,2024-02-16,2024,2,2024-03-03,2369,5.3
AI00538,Computer Vision Engineer,271344,High,Hybrid,Ex,Ct,Canada,Canada,Techcorp Inc,L,50,Usd,Not Provided,"PyTorch, Tableau, Azure, NLP",Bachelor,17,Retail,2024-01-13,2024,1,2024-03-19,929,6.7
AI00539,Data Scientist,171571,High,Fully Remote,Se,Fl,Switzerland,Switzerland,Algorithmic Solutions,M,100,Usd,Not Provided,"MLOps, R, Data Visualization",Associate,7,Consulting,2024-12-31,2024,12,2025-03-02,997,8.6
AI00540,Data Engineer,82918,Mid,On-site,Se,Pt,Finland,Finland,Ai Innovations,S,0,Usd,Not Provided,"Scala, Hadoop, Spark",PhD,9,Telecommunications,2024-08-30,2024,8,2024-09-30,1763,5.8
AI00541,Ai Product Manager,136651,High,On-site,Ex,Ct,Japan,Finland,Machine Intelligence Group,M,0,Usd,Not Provided,"GCP, Java, Mathematics, Kubernetes",Bachelor,17,Manufacturing,2024-09-01,2024,9,2024-11-05,1124,5.6
AI00542,Ai Software Engineer,237637,High,On-site,Ex,Ft,Sweden,Sweden,Predictive Systems,L,0,Usd,Not Provided,"PyTorch, Python, AWS",Associate,17,Technology,2024-02-02,2024,2,2024-02-22,786,5.7
AI00543,Ai Consultant,59160,Mid,Hybrid,En,Ft,Ireland,United Kingdom,Predictive Systems,L,50,Usd,Not Provided,"Azure, AWS, GCP, Tableau",Bachelor,0,Transportation,2024-01-17,2024,1,2024-03-20,1772,7.4
AI00544,Research Scientist,49162,Low,On-site,En,Fl,China,China,Smart Analytics,L,0,Usd,Not Provided,"AWS, Python, Tableau",Associate,0,Media,2025-03-27,2025,3,2025-04-20,1766,9.2
AI00545,Robotics Engineer,83663,Mid,Fully Remote,Se,Ft,India,India,Future Systems,M,100,Usd,Not Provided,"Linux, AWS, Java, Spark, Deep Learning",Master,5,Technology,2024-12-13,2024,12,2024-12-28,1948,7.4
AI00546,Machine Learning Engineer,35782,Low,Hybrid,En,Ct,India,India,Cognitive Computing,S,50,Usd,Not Provided,"Java, TensorFlow, Spark",Master,0,Healthcare,2024-03-04,2024,3,2024-04-22,1770,7.1
AI00547,Machine Learning Engineer,115383,High,Hybrid,Se,Ft,Australia,South Korea,Future Systems,M,50,Usd,Not Provided,"Spark, GCP, R, Hadoop, Data Visualization",PhD,8,Education,2024-07-25,2024,7,2024-09-04,1711,6.4
AI00548,Head Of Ai,54121,Mid,On-site,En,Fl,Finland,Finland,Digital Transformation Llc,M,0,Usd,Not Provided,"SQL, PyTorch, Tableau, Statistics, Mathematics",Bachelor,1,Automotive,2024-05-03,2024,5,2024-06-19,1267,9.5
AI00549,Ai Software Engineer,135272,High,On-site,Ex,Ft,India,Denmark,Cognitive Computing,L,0,Usd,Not Provided,"Computer Vision, PyTorch, SQL, Java, R",Bachelor,17,Media,2024-10-22,2024,10,2024-12-15,2061,5.1
AI00550,Machine Learning Engineer,46323,Low,Fully Remote,En,Pt,Ireland,Ireland,Ai Innovations,M,100,Usd,Not Provided,"Linux, Tableau, Mathematics, PyTorch, Data Visualization",Bachelor,0,Manufacturing,2024-05-12,2024,5,2024-07-03,1722,8.5
AI00551,Deep Learning Engineer,70013,Mid,Hybrid,Mi,Ct,Finland,Finland,Deeptech Ventures,S,50,Usd,Not Provided,"Kubernetes, Linux, Computer Vision, Tableau, Deep Learning",Bachelor,2,Transportation,2024-03-05,2024,3,2024-04-23,1879,7.8
AI00552,Data Scientist,97749,Mid,Hybrid,Mi,Ct,Sweden,Switzerland,Techcorp Inc,S,50,Usd,Not Provided,"SQL, Linux, PyTorch",Master,3,Gaming,2024-11-09,2024,11,2025-01-09,2219,8.0
AI00553,Ai Consultant,137427,High,Fully Remote,Se,Pt,Sweden,Sweden,Deeptech Ventures,M,100,Usd,Not Provided,"Kubernetes, Linux, NLP, Docker, Deep Learning",Associate,7,Real Estate,2024-11-29,2024,11,2025-02-06,756,5.7
AI00554,Robotics Engineer,160234,High,Fully Remote,Ex,Ct,Canada,Australia,Predictive Systems,S,100,Usd,Not Provided,"Python, Statistics, Azure, GCP, TensorFlow",PhD,15,Energy,2025-01-28,2025,1,2025-02-27,2166,8.0
AI00555,Computer Vision Engineer,286216,High,Fully Remote,Ex,Ft,Denmark,Austria,Autonomous Tech,L,100,Usd,Not Provided,"Java, Linux, NLP, Mathematics",PhD,12,Media,2024-02-10,2024,2,2024-04-14,1304,6.5
AI00556,Head Of Ai,80478,Mid,On-site,Mi,Ft,Singapore,Singapore,Predictive Systems,M,0,Usd,Not Provided,"NLP, PyTorch, Spark, TensorFlow",PhD,4,Technology,2024-03-01,2024,3,2024-03-23,2136,5.8
AI00557,Robotics Engineer,144224,High,Hybrid,Se,Fl,Singapore,Singapore,Autonomous Tech,M,50,Usd,Not Provided,"AWS, Java, MLOps, R, SQL",Bachelor,9,Manufacturing,2024-02-10,2024,2,2024-03-17,1720,6.2
AI00558,Ml Ops Engineer,151942,High,On-site,Se,Ct,Canada,South Korea,Predictive Systems,L,0,Usd,Not Provided,"TensorFlow, Mathematics, Data Visualization, Git, Statistics",Bachelor,7,Telecommunications,2024-11-14,2024,11,2025-01-13,1984,7.1
AI00559,Ai Software Engineer,81319,Mid,On-site,En,Ct,Germany,Sweden,Machine Intelligence Group,L,0,Eur,Not Provided,"Tableau, TensorFlow, Linux, Python",Bachelor,0,Automotive,2025-02-19,2025,2,2025-04-15,581,9.0
AI00560,Data Engineer,259184,High,Fully Remote,Ex,Fl,Norway,Ireland,Machine Intelligence Group,S,100,Usd,Not Provided,"Deep Learning, GCP, Python",Master,18,Automotive,2024-07-08,2024,7,2024-09-19,1587,5.9
AI00561,Ai Specialist,105668,High,Fully Remote,Ex,Ct,China,China,Algorithmic Solutions,S,100,Usd,Not Provided,"Java, Computer Vision, AWS, MLOps, Hadoop",Associate,11,Retail,2024-11-24,2024,11,2025-01-08,2254,8.5
AI00562,Ai Architect,223289,High,On-site,Ex,Ft,Norway,Germany,Autonomous Tech,L,0,Usd,Not Provided,"Java, Deep Learning, Tableau, Scala, TensorFlow",Associate,14,Gaming,2025-03-19,2025,3,2025-04-23,1504,7.9
AI00563,Research Scientist,62692,Mid,On-site,Mi,Pt,India,India,Quantum Computing Inc,M,0,Usd,Not Provided,"AWS, NLP, Python, Azure",Master,4,Retail,2024-08-15,2024,8,2024-10-18,2291,5.5
AI00564,Ai Research Scientist,70084,Mid,Fully Remote,En,Ct,Canada,Canada,Datavision Ltd,L,100,Usd,Not Provided,"Spark, AWS, PyTorch, Mathematics, NLP",Associate,0,Retail,2025-03-14,2025,3,2025-03-31,1204,5.7
AI00565,Computer Vision Engineer,69418,Mid,Fully Remote,En,Fl,Canada,Canada,Future Systems,L,100,Usd,Not Provided,"Tableau, AWS, Hadoop",Master,1,Manufacturing,2024-01-31,2024,1,2024-02-25,1649,5.8
AI00566,Data Engineer,153083,High,On-site,Ex,Fl,China,China,Digital Transformation Llc,M,0,Usd,Not Provided,"TensorFlow, Docker, PyTorch",Bachelor,11,Government,2024-09-23,2024,9,2024-11-01,1759,7.2
AI00567,Machine Learning Engineer,201269,High,Fully Remote,Ex,Pt,Denmark,Denmark,Smart Analytics,S,100,Usd,Not Provided,"Mathematics, Deep Learning, Java",Associate,15,Media,2024-05-21,2024,5,2024-07-21,2172,7.7
AI00568,Ai Software Engineer,148214,High,Hybrid,Ex,Ft,Finland,China,Cloud Ai Solutions,S,50,Usd,Not Provided,"Hadoop, GCP, Tableau, R, Git",Associate,19,Telecommunications,2024-11-17,2024,11,2025-01-10,1176,9.0
AI00569,Data Scientist,97454,Mid,Hybrid,Mi,Pt,Germany,Germany,Deeptech Ventures,S,50,Eur,Not Provided,"Docker, Scala, Computer Vision, Linux",Associate,4,Finance,2025-03-26,2025,3,2025-04-13,1141,5.7
AI00570,Autonomous Systems Engineer,130864,High,Fully Remote,Se,Pt,Canada,Japan,Algorithmic Solutions,M,100,Usd,Not Provided,"PyTorch, NLP, SQL, Mathematics",Associate,7,Retail,2024-05-30,2024,5,2024-07-28,618,8.7
AI00571,Head Of Ai,137934,High,Hybrid,Se,Fl,Norway,India,Deeptech Ventures,M,50,Usd,Not Provided,"Python, TensorFlow, Statistics, Scala, Git",Bachelor,9,Telecommunications,2024-10-10,2024,10,2024-11-10,2477,9.7
AI00572,Ai Architect,313205,High,Hybrid,Ex,Ft,Norway,Norway,Cloud Ai Solutions,L,50,Usd,Not Provided,"Kubernetes, AWS, Scala, Spark",Associate,12,Gaming,2024-02-18,2024,2,2024-04-11,1946,6.7
AI00573,Ai Architect,83357,Mid,Hybrid,Mi,Pt,Sweden,Sweden,Advanced Robotics,L,50,Usd,Not Provided,"Git, Mathematics, Tableau, Hadoop",PhD,4,Healthcare,2024-07-28,2024,7,2024-09-10,2143,5.1
AI00574,Head Of Ai,109917,High,Fully Remote,Se,Fl,China,United States,Deeptech Ventures,L,100,Usd,Not Provided,"Git, Computer Vision, MLOps, Python",Bachelor,9,Consulting,2024-07-26,2024,7,2024-08-25,1599,8.5
AI00575,Head Of Ai,115301,High,Fully Remote,Se,Ft,Singapore,Singapore,Smart Analytics,S,100,Usd,Not Provided,"Tableau, Git, Python, TensorFlow, Scala",Bachelor,6,Manufacturing,2024-04-27,2024,4,2024-05-16,1232,6.2
AI00576,Ai Consultant,53116,Mid,On-site,En,Ct,Sweden,Sweden,Smart Analytics,M,0,Usd,Not Provided,"Hadoop, Docker, MLOps",Master,0,Retail,2024-05-20,2024,5,2024-07-23,1658,5.7
AI00577,Ai Product Manager,46556,Low,Fully Remote,En,Ct,Israel,United States,Autonomous Tech,M,100,Usd,Not Provided,"Mathematics, Data Visualization, Python, SQL, Spark",Bachelor,0,Technology,2024-05-26,2024,5,2024-07-28,1410,9.8
AI00578,Computer Vision Engineer,160078,High,Hybrid,Se,Fl,United States,Netherlands,Neural Networks Co,L,50,Usd,Not Provided,"Spark, SQL, Python",PhD,5,Technology,2024-05-02,2024,5,2024-06-09,2248,7.4
AI00579,Head Of Ai,111371,High,On-site,Ex,Ct,Finland,Finland,Cloud Ai Solutions,L,0,Usd,Not Provided,"SQL, Python, Azure, Docker, NLP",Bachelor,18,Gaming,2024-01-11,2024,1,2024-03-22,1686,5.6
AI00580,Ai Consultant,64072,Mid,On-site,En,Pt,United Kingdom,United Kingdom,Advanced Robotics,M,0,Gbp,Not Provided,"Java, MLOps, Scala, Deep Learning",PhD,0,Automotive,2025-04-25,2025,4,2025-06-14,2264,5.3
AI00581,Head Of Ai,120586,High,On-site,Ex,Pt,Japan,Singapore,Predictive Systems,S,0,Usd,Not Provided,"Python, Kubernetes, Computer Vision, GCP",Bachelor,19,Automotive,2024-06-20,2024,6,2024-08-07,2224,6.9
AI00582,Machine Learning Researcher,182856,High,On-site,Ex,Fl,Germany,Germany,Future Systems,M,0,Eur,Not Provided,"Java, R, Tableau, Computer Vision",Associate,12,Retail,2024-04-01,2024,4,2024-06-07,649,6.1
AI00583,Ai Software Engineer,43117,Low,Hybrid,En,Ft,Israel,Israel,Quantum Computing Inc,M,50,Usd,Not Provided,"Python, TensorFlow, Git",Bachelor,1,Gaming,2024-01-08,2024,1,2024-02-15,1133,10.0
AI00584,Machine Learning Engineer,148848,High,On-site,Se,Ct,United States,United States,Cloud Ai Solutions,S,0,Usd,Not Provided,"Java, R, PyTorch, Mathematics",Master,6,Education,2025-01-19,2025,1,2025-04-01,2009,9.5
AI00585,Data Analyst,49630,Low,Fully Remote,En,Pt,Sweden,Sweden,Deeptech Ventures,S,100,Usd,Not Provided,"Git, Spark, Statistics, MLOps, Mathematics",Bachelor,0,Healthcare,2024-11-23,2024,11,2024-12-19,1506,8.8
AI00586,Autonomous Systems Engineer,112595,High,Fully Remote,Mi,Pt,United Kingdom,United Kingdom,Algorithmic Solutions,L,100,Gbp,Not Provided,"SQL, Java, Python",Bachelor,2,Healthcare,2024-03-26,2024,3,2024-04-24,2259,7.1
AI00587,Research Scientist,49185,Low,Hybrid,En,Pt,Japan,Finland,Smart Analytics,M,50,Usd,Not Provided,"Data Visualization, SQL, Hadoop",PhD,1,Energy,2024-12-22,2024,12,2025-01-19,1802,6.5
AI00588,Ai Software Engineer,87531,Mid,Fully Remote,Mi,Pt,Netherlands,Germany,Machine Intelligence Group,S,100,Eur,Not Provided,"Scala, Data Visualization, Python, MLOps, Azure",Associate,3,Manufacturing,2024-03-03,2024,3,2024-04-03,2261,8.8
AI00589,Ai Consultant,139122,High,Hybrid,Ex,Pt,Germany,Germany,Machine Intelligence Group,M,50,Eur,Not Provided,"R, Kubernetes, Spark, Scala",Master,12,Healthcare,2025-02-19,2025,2,2025-04-13,964,5.8
AI00590,Data Scientist,162476,High,On-site,Ex,Ft,Germany,Germany,Cognitive Computing,L,0,Eur,Not Provided,"Linux, Tableau, Scala, AWS, Data Visualization",PhD,17,Gaming,2024-11-27,2024,11,2025-01-08,693,6.5
AI00591,Ai Product Manager,106583,High,Fully Remote,En,Ft,United States,United States,Ai Innovations,L,100,Usd,Not Provided,"Docker, PyTorch, SQL, Mathematics",Bachelor,1,Real Estate,2024-09-07,2024,9,2024-11-04,1886,8.1
AI00592,Head Of Ai,160883,High,Hybrid,Ex,Ft,Germany,Germany,Autonomous Tech,S,50,Eur,Not Provided,"Git, Linux, Kubernetes, Statistics, Python",PhD,14,Energy,2024-06-12,2024,6,2024-07-17,2061,6.0
AI00593,Autonomous Systems Engineer,138000,High,On-site,Ex,Ft,Ireland,Ireland,Deeptech Ventures,S,0,Usd,Not Provided,"Python, PyTorch, R, Hadoop, Docker",Bachelor,11,Healthcare,2024-08-17,2024,8,2024-09-21,2450,7.3
AI00594,Data Scientist,47999,Low,On-site,En,Ct,Ireland,Ireland,Neural Networks Co,S,0,Usd,Not Provided,"TensorFlow, Hadoop, Data Visualization, Git, Mathematics",PhD,0,Finance,2024-08-17,2024,8,2024-10-18,620,8.9
AI00595,Machine Learning Researcher,261332,High,Hybrid,Ex,Ft,Switzerland,Switzerland,Neural Networks Co,S,50,Usd,Not Provided,"Git, NLP, Deep Learning, Linux, Kubernetes",Associate,10,Education,2024-12-09,2024,12,2025-01-20,1794,7.7
AI00596,Ai Product Manager,117075,High,Fully Remote,Se,Ct,United Kingdom,United Kingdom,Machine Intelligence Group,M,100,Gbp,Not Provided,"Mathematics, Python, Kubernetes",Bachelor,8,Gaming,2025-04-24,2025,4,2025-06-12,1770,8.4
AI00597,Data Analyst,97771,Mid,On-site,Mi,Ct,Singapore,Singapore,Cloud Ai Solutions,M,0,Usd,Not Provided,"Linux, Scala, NLP, Hadoop",Master,3,Telecommunications,2024-05-25,2024,5,2024-07-10,810,9.5
AI00598,Ai Specialist,79627,Mid,Fully Remote,En,Ct,United Kingdom,United Kingdom,Algorithmic Solutions,M,100,Gbp,Not Provided,"Spark, Hadoop, PyTorch",Bachelor,1,Gaming,2025-02-28,2025,2,2025-04-07,1499,10.0
AI00599,Computer Vision Engineer,133019,High,On-site,Ex,Ft,Ireland,Ireland,Quantum Computing Inc,S,0,Usd,Not Provided,"Linux, Spark, Mathematics, Hadoop",PhD,15,Transportation,2024-10-23,2024,10,2024-12-05,2154,5.2
AI00600,Computer Vision Engineer,216253,High,Fully Remote,Ex,Pt,United Kingdom,United Kingdom,Smart Analytics,L,100,Gbp,Not Provided,"Hadoop, Spark, Linux",PhD,13,Gaming,2025-04-15,2025,4,2025-06-14,1044,6.1
AI00601,Ai Architect,73822,Mid,On-site,Mi,Ft,India,India,Digital Transformation Llc,M,0,Usd,Not Provided,"Python, Linux, Hadoop",PhD,3,Automotive,2024-08-19,2024,8,2024-10-29,531,7.4
AI00602,Data Analyst,169842,High,Hybrid,Ex,Fl,Germany,Germany,Digital Transformation Llc,S,50,Eur,Not Provided,"GCP, Mathematics, Git, PyTorch",Associate,15,Education,2024-05-20,2024,5,2024-06-04,1020,7.8
AI00603,Ai Consultant,97370,Mid,Fully Remote,Mi,Fl,Sweden,Sweden,Cognitive Computing,M,100,Usd,Not Provided,"Deep Learning, Computer Vision, Tableau, Kubernetes",Master,2,Consulting,2024-10-14,2024,10,2024-11-29,1038,7.0
AI00604,Research Scientist,106332,High,On-site,En,Fl,Denmark,Denmark,Machine Intelligence Group,L,0,Usd,Not Provided,"Kubernetes, Tableau, Docker, Scala",Associate,0,Manufacturing,2024-08-23,2024,8,2024-10-22,1623,6.8
AI00605,Ai Architect,146023,High,Hybrid,Se,Ft,United States,United States,Future Systems,M,50,Usd,Not Provided,"Python, Docker, SQL, AWS, Scala",PhD,5,Finance,2024-09-02,2024,9,2024-10-10,2193,6.3
AI00606,Ai Software Engineer,167210,High,On-site,Ex,Fl,Norway,Canada,Neural Networks Co,S,0,Usd,Not Provided,"Scala, TensorFlow, Deep Learning",Master,15,Technology,2024-10-15,2024,10,2024-12-20,985,5.7
AI00607,Research Scientist,46796,Low,Hybrid,Mi,Ct,Finland,Finland,Predictive Systems,S,50,Usd,Not Provided,"R, SQL, PyTorch, Mathematics, Deep Learning",Bachelor,2,Telecommunications,2024-08-09,2024,8,2024-10-06,1505,5.0
AI00608,Ml Ops Engineer,87462,Mid,On-site,En,Pt,Norway,Norway,Quantum Computing Inc,M,0,Usd,Not Provided,"Git, Statistics, Python",PhD,1,Government,2024-10-25,2024,10,2024-11-16,2432,6.7
AI00609,Ai Software Engineer,45441,Low,Fully Remote,En,Fl,Ireland,Ireland,Cognitive Computing,M,100,Usd,Not Provided,"Java, Spark, Azure, SQL, Deep Learning",Bachelor,1,Transportation,2024-04-10,2024,4,2024-06-16,2493,7.3
AI00610,Nlp Engineer,102462,High,On-site,Se,Pt,Israel,France,Smart Analytics,M,0,Usd,Not Provided,"Python, Hadoop, TensorFlow",Associate,9,Technology,2025-02-24,2025,2,2025-03-28,2206,6.0
AI00611,Ai Architect,140104,High,Fully Remote,Mi,Ct,Norway,Norway,Algorithmic Solutions,M,100,Usd,Not Provided,"Deep Learning, PyTorch, Tableau",PhD,2,Consulting,2024-01-28,2024,1,2024-03-16,1858,8.5
AI00612,Machine Learning Engineer,90291,Mid,Hybrid,Mi,Ft,Netherlands,Netherlands,Cloud Ai Solutions,M,50,Eur,Not Provided,"SQL, PyTorch, Tableau",Master,3,Real Estate,2024-03-20,2024,3,2024-05-17,695,6.4
AI00613,Ai Software Engineer,303636,High,Fully Remote,Ex,Pt,Denmark,Denmark,Deeptech Ventures,M,100,Usd,Not Provided,"R, Tableau, GCP, MLOps",Master,10,Government,2024-07-27,2024,7,2024-08-13,2105,9.4
